"user_id";"user_external_id";"ID";"answered";"answer"
15500;"5.20.10716837";1593421;"10-08-2021 10:08:14";1
18557;"8.21.04319894";1593426;"10-08-2021 10:08:35";1
6259;"4.18.0917596";1593441;"10-08-2021 10:10:41";1
18507;"7.21.25719844";1593451;"10-08-2021 10:12:57";1
17078;"12.20.13718415";1593453;"10-08-2021 10:13:02";1
8140;"8.18.1539477";1593505;"10-08-2021 10:15:26";1
18525;"7.21.28319862";1593508;"10-08-2021 10:15:36";1
18591;"8.21.10219928";1593516;"10-08-2021 10:15:52";1
18590;"8.21.10219927";1593536;"10-08-2021 10:16:37";1
17067;"12.20.10418404";1593549;"10-08-2021 10:16:50";1
17236;"1.21.04118573";1593560;"10-08-2021 10:19:13";1
15309;"4.20.18616646";1593565;"10-08-2021 10:19:28";1
18498;"7.21.24619835";1593585;"10-08-2021 10:35:05";1
18558;"8.21.04319895";1593595;"10-08-2021 10:40:10";1
16876;"11.20.16118213";1593605;"10-08-2021 10:44:52";1
8495;"9.18.0649832";1593615;"10-08-2021 10:50:28";1
17951;"4.21.10619288";1593625;"10-08-2021 10:56:10";1
15547;"5.20.16616884";1593635;"10-08-2021 11:01:26";1
12762;"3.19.25114099";1593645;"10-08-2021 11:03:49";1
15167;"4.20.01316504";1593655;"10-08-2021 11:06:11";1
15530;"5.20.14416867";1593665;"10-08-2021 11:20:17";1
11649;"1.19.19612986";1593675;"10-08-2021 11:41:20";1
15142;"3.20.28616479";1593685;"10-08-2021 11:51:22";1
7960;"7.18.2869297";1593695;"10-08-2021 12:30:56";1
18594;"8.21.10219931";1593717;"10-08-2021 13:56:27";1
11396;"1.19.06712733";1593733;"10-08-2021 14:05:06";1
10155;"11.18.14311492";1593743;"10-08-2021 15:29:36";1
11009;"12.18.19312346";1593753;"10-08-2021 15:56:13";1
18588;"8.21.10219925";1593763;"10-08-2021 17:43:29";1
5610;"2.18.0366947";1593774;"10-08-2021 19:17:52";1
15315;"4.20.19716652";1593784;"10-08-2021 19:23:08";1
18485;"7.21.21319822";1593794;"10-08-2021 23:30:20";1
18601;"8.21.11319938";1593859;"11-08-2021 09:53:23";1
16467;"9.20.27717804";1593891;"11-08-2021 11:36:27";1
18539;"7.21.31619876";1593902;"11-08-2021 13:40:22";1
18568;"8.21.07619905";1593944;"11-08-2021 20:08:56";1
18607;"8.21.11319944";1593975;"11-08-2021 22:26:58";1
18608;"8.21.11319945";1594006;"12-08-2021 00:00:45";1
18040;"4.21.24619377";1594029;"12-08-2021 06:45:39";1
16161;"8.20.13417498";1594043;"12-08-2021 09:23:29";1
16259;"8.20.25217596";1596340;"13-08-2021 20:12:00";1
16114;"8.20.03117451";1596419;"13-08-2021 20:33:24";1
17202;"12.20.31418539";1596577;"13-08-2021 22:37:53";1
5977;"3.18.1177314";1597471;"14-08-2021 17:55:25";1
4059;"8.17.2225396";1597785;"17-08-2021 09:31:56";1
18641;"8.21.17219978";1597818;"17-08-2021 15:39:35";1
4561;"10.17.1615898";1597887;"18-08-2021 17:36:59";1
18651;"8.21.19419988";1597951;"19-08-2021 00:40:34";1
17426;"1.21.28418763";1600405;"19-08-2021 15:12:03";1
18560;"8.21.05419897";1600655;"19-08-2021 15:31:33";1
18657;"8.21.19419994";1601179;"19-08-2021 17:12:04";1
13277;"6.19.02714614";1602854;"21-08-2021 16:52:50";1
18668;"8.21.22720005";1603074;"22-08-2021 19:37:20";1
18064;"4.21.29419401";1603183;"23-08-2021 07:44:54";1
18680;"8.21.24220017";1604354;"24-08-2021 12:23:34";1
18683;"8.21.24220020";1604411;"24-08-2021 17:08:24";1
18686;"8.21.25320023";1604444;"25-08-2021 05:20:54";1
18688;"8.21.25320025";1604480;"25-08-2021 14:03:37";1
18690;"8.21.25320027";1604523;"25-08-2021 16:48:48";1
18692;"8.21.25320029";1604622;"26-08-2021 21:47:49";1
18706;"8.21.27520043";1604713;"27-08-2021 21:34:33";1
18707;"8.21.27520044";1604741;"27-08-2021 23:23:07";1
18715;"8.21.28620052";1604856;"28-08-2021 13:27:29";1
18717;"8.21.28620054";1604882;"28-08-2021 21:27:46";1
18718;"8.21.28620055";1604901;"28-08-2021 21:33:43";1
18734;"8.21.30120071";1605080;"30-08-2021 21:23:12";1
18739;"8.21.31220076";1605144;"31-08-2021 14:46:54";1
18740;"8.21.31220077";1605649;"31-08-2021 17:14:34";1
18743;"9.21.01320080";1605845;"01-09-2021 13:42:13";1
18754;"9.21.02420091";1608828;"02-09-2021 16:51:52";1
6436;"5.18.0237773";1609040;"05-09-2021 09:01:18";1
18821;"9.21.08320158";1610179;"08-09-2021 17:32:28";1
18822;"9.21.08320159";1610218;"08-09-2021 19:43:01";1
18825;"9.21.08320162";1610247;"08-09-2021 23:23:31";1
18826;"9.21.09420163";1610272;"09-09-2021 06:52:04";1
18833;"9.21.09420170";1617713;"09-09-2021 20:45:06";1
4931;"11.17.2346268";1631617;"13-09-2021 21:41:51";1
18870;"9.21.14220207";1633452;"14-09-2021 19:46:31";1
18885;"9.21.16420222";1634418;"16-09-2021 10:15:54";1
18879;"9.21.15320216";1634452;"16-09-2021 13:07:50";1
18892;"9.21.17520229";1634554;"17-09-2021 07:56:15";1
18896;"9.21.17520233";1639125;"17-09-2021 20:30:10";1
18906;"9.21.18620243";1640558;"18-09-2021 08:12:52";1
16827;"11.20.10218164";1643112;"18-09-2021 13:26:37";1
18464;"7.21.13219801";1650574;"19-09-2021 16:44:00";1
18952;"9.21.22320289";1657567;"22-09-2021 14:23:43";1
